customer_id,tenure_months,age,income_tier,contract_type,plan_type,region,senior_citizen,has_partner,has_dependents,signup_date,call_duration_min_mean,call_duration_min_std,data_usage_gb_mean,data_usage_gb_std,bill_amount_mean,bill_amount_sum,complaint_flag_sum,customer_service_calls_sum,payment_delay_days_mean,roaming_flag_sum,international_minutes_sum,call_drop_rate_mean,churn_probability,churn_label
TEL00000013,4,47,Low,One Year,Standard,North,0,0,0,2021-03-08,181.85894736842107,48.56834496010486,3.9194736842105264,2.5600552808358787,76.51842105263158,1453.85,0,7,1.736842105263158,3,163.45000000000002,0.039842105263157894,0.55,0
TEL00000014,28,19,Medium,Month-to-Month,Basic,West,0,1,0,2020-06-22,108.74263157894738,28.70604791911459,2.444210526315789,1.6340927343108427,52.09684210526316,989.84,0,3,2.3684210526315788,2,133.6,0.050105263157894736,0.4,0
TEL00000015,62,50,Low,One Year,Basic,North,0,1,0,2021-11-06,98.72500000000001,30.193506788280047,2.0783333333333336,1.2146914679534226,52.26958333333334,1254.47,0,4,1.9583333333333333,0,286.25,0.057916666666666665,0.1,0
TEL00000016,27,26,Medium,One Year,Basic,West,0,1,0,2021-06-07,92.40409090909091,41.95806791810024,2.174545454545455,1.333619233417192,49.08818181818182,1079.94,1,2,1.5454545454545454,4,176.09,0.04813636363636364,0.30000000000000004,0
TEL00000017,52,66,Low,Month-to-Month,Basic,East,1,1,0,2023-12-27,104.11636363636363,41.002147161599616,2.7590909090909093,1.5027527410940897,49.43772727272728,1087.63,1,2,2.227272727272727,2,212.94,0.054090909090909085,0.6,1
TEL00000018,2,19,Medium,Month-to-Month,Basic,North,0,0,0,2021-03-23,107.93111111111111,25.981144495211247,2.06,1.0024382040510909,50.70444444444444,912.68,0,2,1.8333333333333333,1,101.84,0.04011111111111111,0.4,0
TEL00000019,32,23,Low,One Year,Standard,East,0,0,1,2025-05-11,178.53347826086957,64.51219177296474,4.791304347826087,3.745363563306489,83.36434782608696,1917.3799999999999,0,1,1.7391304347826086,4,189.35,0.04834782608695653,0.1,0
TEL00000020,11,65,Medium,Month-to-Month,Standard,West,1,0,0,2020-07-18,166.06611111111113,46.6897421835182,4.1883333333333335,2.7554229951774993,72.42500000000001,1303.65,0,2,2.111111111111111,2,223.84,0.057277777777777775,0.4,0
TEL00000021,19,43,Medium,Month-to-Month,Standard,West,0,1,0,2024-02-23,188.8268181818182,47.855781298393346,5.3122727272727275,3.866016692273206,86.56272727272727,1904.3799999999999,0,2,1.4545454545454546,3,321.65,0.048318181818181816,0.25,0
TEL00000022,11,45,Medium,Month-to-Month,Standard,South,0,0,1,2024-03-11,179.39423076923077,48.20176396548798,4.901538461538461,3.8348044980756884,77.41346153846153,2012.75,0,3,2.1153846153846154,5,345.82,0.04634615384615385,0.4,0
TEL00000023,60,66,Low,Month-to-Month,Premium,North,1,1,0,2021-04-17,278.4717391304348,103.92827875083218,9.741304347826087,9.172594707926942,115.5991304347826,2658.7799999999997,2,3,2.217391304347826,3,252.95,0.05621739130434782,0.6,1
TEL00000024,48,33,High,Two Year,Standard,West,0,1,1,2021-12-12,183.66199999999998,48.91180544182505,4.6845,3.3137393014379897,78.2345,1564.69,1,4,1.7,3,276.1,0.054349999999999996,0.2,0
TEL00000025,38,57,Medium,Month-to-Month,Basic,East,0,1,0,2023-07-01,105.62,40.93696219413711,1.8125,1.1209013055760553,48.183499999999995,963.67,0,5,2.2,2,218.15,0.0463,0.4,0
TEL00000026,66,71,Medium,Two Year,Basic,West,1,0,0,2021-09-19,92.36115384615384,35.84017648694527,2.2476923076923074,1.518984681140156,50.02230769230769,1300.58,1,7,2.1538461538461537,4,317.61,0.05296153846153846,0.6499999999999999,1
TEL00000027,8,24,Medium,Month-to-Month,Standard,East,0,0,0,2021-04-06,191.52249999999998,48.530578192896506,5.307,3.787525369030897,88.3115,1766.23,0,7,2.15,2,212.8,0.0506,0.7,1
TEL00000028,38,55,Medium,Two Year,Standard,South,0,0,1,2023-04-10,182.49636363636364,60.30545987644145,4.347727272727273,3.152892748569587,71.83318181818181,1580.33,0,4,1.9090909090909092,2,206.35,0.050227272727272725,0.0,0
TEL00000029,69,77,Medium,Month-to-Month,Basic,North,1,0,1,2022-12-21,93.6440909090909,27.08152237035621,2.1454545454545455,1.6383549451834076,55.68772727272728,1225.13,0,5,2.3181818181818183,2,274.9,0.04413636363636363,0.4,0
TEL00000030,6,52,Medium,Two Year,Basic,South,0,1,1,2023-03-08,100.92699999999999,34.89938667836895,1.492,0.7810424882303476,49.815000000000005,996.3000000000001,1,4,2.1,2,211.18,0.056999999999999995,0.35,0
TEL00000031,63,78,Medium,Two Year,Basic,West,1,0,0,2024-05-04,109.13571428571429,32.686101873950726,1.5423809523809524,1.099999567099482,49.49809523809524,1039.46,0,1,1.8095238095238095,1,218.99,0.05333333333333334,0.0,0
TEL00000032,67,57,Low,Month-to-Month,Standard,East,0,0,0,2022-01-15,195.565,71.74272928501647,5.2095,3.7448961407845682,80.755,1615.1,1,3,2.55,3,202.79,0.0507,0.6,1
TEL00000033,17,57,Medium,One Year,Basic,North,0,0,0,2020-11-09,100.55409090909092,38.231659488301545,1.9786363636363637,2.237812059546738,48.623636363636365,1069.72,0,6,1.9090909090909092,3,144.46,0.043454545454545454,0.4,0
TEL00000034,25,41,High,One Year,Standard,North,0,0,0,2024-10-21,170.5486956521739,48.517292915595654,5.2965217391304344,3.258682958574818,76.13434782608695,1751.09,1,5,2.347826086956522,1,222.51999999999998,0.0508695652173913,0.44999999999999996,0
TEL00000035,14,29,High,Month-to-Month,Standard,West,0,1,0,2024-04-29,179.2845,83.4844029224369,3.4204999999999997,2.114226186674702,81.15950000000001,1623.19,0,7,1.9,2,209.01,0.0512,0.55,0
TEL00000036,62,78,High,Two Year,Basic,South,1,1,0,2021-07-13,95.9235,32.66888383945477,2.1094999999999997,1.1326795198717254,52.245000000000005,1044.9,0,4,2.2,2,141.36,0.03835,0.15,0
TEL00000037,5,56,Low,Month-to-Month,Standard,East,0,1,0,2025-03-01,178.97363636363636,63.356547340500576,4.895,4.104652122606622,84.35227272727273,1855.75,1,4,2.1363636363636362,3,198.2,0.04554545454545455,0.75,1
TEL00000038,30,36,Medium,Month-to-Month,Standard,East,0,0,0,2020-10-28,187.00363636363636,49.692842595235035,4.303181818181819,3.1917055992109664,81.12863636363636,1784.83,2,4,1.4545454545454546,2,197.11,0.04959090909090909,0.45,0
TEL00000039,23,26,Medium,Month-to-Month,Premium,East,0,0,0,2024-05-14,262.75619047619045,98.6941317139064,8.209999999999999,5.63831269086772,103.32809523809523,2169.89,0,3,1.8571428571428572,1,173.45,0.06457142857142857,0.25,0
TEL00000040,1,33,Medium,One Year,Standard,North,0,0,0,2021-04-20,168.09217391304347,60.46434147920437,3.845217391304348,2.467383357407411,79.36739130434783,1825.45,0,8,2.1739130434782608,0,220.65,0.04578260869565217,0.7000000000000001,1
TEL00000041,51,54,Low,Month-to-Month,Basic,East,0,0,1,2024-08-29,91.57960000000001,28.36063858002261,1.8792000000000002,1.0884236307614787,49.808,1245.2,0,6,1.48,0,249.07,0.04676,0.55,0
TEL00000042,16,43,Medium,Two Year,Basic,South,0,0,0,2021-01-08,91.29,29.281678002919616,1.8521052631578947,1.6017024933466835,51.35052631578947,975.66,0,3,2.526315789473684,1,131.64,0.05131578947368421,0.15,0
TEL00000043,69,53,Low,Month-to-Month,Standard,South,0,1,0,2024-06-27,180.40565217391304,50.74968677252974,5.485652173913044,4.841558563940257,78.32391304347826,1801.45,0,1,2.3043478260869565,3,125.07,0.042913043478260866,0.4,0
TEL00000044,16,41,High,Two Year,Premium,West,0,1,0,2021-08-09,304.16263157894736,75.90951476316357,9.372631578947368,6.049241313407514,127.2021052631579,2416.84,0,1,1.894736842105263,2,213.86,0.05499999999999999,0.0,0
TEL00000045,33,78,Medium,Two Year,Basic,North,1,1,0,2025-02-13,97.58423076923077,28.971638707270518,1.9303846153846154,1.3130071767335647,47.61538461538461,1238.0,1,1,2.1538461538461537,6,292.35,0.05173076923076923,0.35,0
TEL00000046,13,29,Low,Month-to-Month,Basic,East,0,0,1,2021-06-13,94.07473684210527,35.03579936902968,1.7336842105263157,1.280443545227442,50.55368421052631,960.52,1,5,1.4736842105263157,0,242.33,0.05447368421052631,0.45,0
TEL00000047,34,68,Low,Month-to-Month,Standard,North,1,1,0,2023-11-27,163.88235294117646,70.56467056266648,3.351764705882353,2.3653362215922855,78.46705882352941,1333.94,1,2,2.4705882352941178,1,160.6,0.04929411764705882,0.6,1
TEL00000048,21,78,Low,Month-to-Month,Standard,West,1,1,1,2021-08-06,178.38055555555556,63.89237195308098,3.941666666666667,3.3236695701836405,80.67166666666667,1452.09,0,4,2.2777777777777777,1,160.17,0.050833333333333335,0.4,0
TEL00000049,24,40,High,Two Year,Standard,North,0,1,0,2020-11-29,168.43714285714285,60.9955941968645,4.749047619047619,3.4822850325065366,83.31904761904762,1749.7,0,3,1.619047619047619,2,181.45,0.03695238095238095,0.0,0
TEL00000050,17,66,Medium,Two Year,Basic,East,1,0,0,2025-09-10,86.0565,37.351813071614636,2.3565,1.8535067049415166,45.156,903.12,0,3,1.45,2,178.53,0.056900000000000006,0.0,0
TEL00000051,9,24,High,One Year,Standard,South,0,1,0,2024-10-25,192.43818181818185,55.49097993079284,5.130909090909091,3.0032932861727915,78.42363636363636,1725.32,2,3,1.7272727272727273,2,238.97,0.05286363636363636,0.30000000000000004,0
TEL00000052,25,69,Medium,One Year,Standard,North,1,0,1,2022-08-03,189.523,57.08448633385431,5.4205,4.4258825762719205,76.14099999999999,1522.82,0,5,2.45,2,94.23,0.047099999999999996,0.25,0
TEL00000053,39,31,Medium,Month-to-Month,Premium,East,0,1,1,2023-04-16,255.16799999999998,78.34763010556155,12.9425,7.013912396463415,119.109,2382.18,0,3,1.55,2,166.14000000000001,0.046950000000000006,0.25,0
TEL00000054,17,78,High,Month-to-Month,Basic,North,1,1,1,2021-09-06,104.48,33.90756622140291,1.3866666666666667,1.0185399007460456,54.894444444444446,988.1,0,5,2.611111111111111,3,120.7,0.04811111111111111,0.4,0
TEL00000055,29,54,Low,One Year,Premium,South,0,1,1,2025-04-22,272.5060869565217,120.70642118715261,9.035652173913043,7.013331996397974,123.6108695652174,2843.05,0,2,2.0,3,238.73,0.04952173913043478,0.1,0
TEL00000056,45,21,Medium,One Year,Standard,West,0,1,0,2020-09-30,209.8835,59.21829840558266,5.6295,5.412372254478865,77.48150000000001,1549.63,0,5,2.5,1,210.1,0.04345,0.25,0
TEL00000057,19,56,Medium,Month-to-Month,Standard,South,0,0,0,2023-08-19,163.50545454545454,72.31729482451574,4.460454545454545,3.467729430419479,81.08454545454545,1783.86,0,5,1.9545454545454546,2,172.09,0.04886363636363636,0.25,0
TEL00000058,39,18,Medium,Month-to-Month,Standard,West,0,0,1,2023-05-06,186.1135294117647,63.93259232789412,4.41,2.543506437971015,76.55823529411765,1301.49,1,2,1.9411764705882353,1,139.51,0.0488235294117647,0.45,0
TEL00000059,6,75,Low,Two Year,Basic,North,1,0,1,2022-06-21,103.01363636363637,28.841872758932006,1.5740909090909092,0.9662724602990956,47.753181818181815,1050.57,1,10,1.5,2,227.82000000000002,0.038454545454545457,0.5,0
TEL00000060,36,52,Medium,Month-to-Month,Basic,North,0,1,0,2022-01-28,97.24363636363637,40.07231208292074,2.223181818181818,1.601134676122609,49.28,1084.16,1,3,1.4090909090909092,2,203.61,0.03822727272727273,0.45,0
TEL00000061,54,71,Medium,One Year,Premium,South,1,1,1,2024-01-27,334.28578947368425,114.2057148461003,9.043684210526315,7.345755547348654,130.53263157894736,2480.12,0,1,1.8421052631578947,4,215.69,0.04994736842105263,0.1,0
TEL00000062,8,75,Low,Month-to-Month,Basic,South,1,0,0,2023-11-16,107.66818181818181,25.066230676875225,2.0118181818181817,1.5622073405575123,57.42272727272727,1263.3,1,5,2.1818181818181817,4,176.63,0.05913636363636363,0.6,1
TEL00000063,64,44,Medium,One Year,Basic,West,0,1,0,2021-07-27,97.15115384615385,40.587833480186944,2.178076923076923,1.556406166091022,50.276538461538465,1307.19,1,1,2.269230769230769,3,298.43,0.050499999999999996,0.44999999999999996,0
TEL00000064,35,78,High,Month-to-Month,Standard,North,1,0,1,2023-07-02,192.41434782608695,48.87957491502476,5.119130434782609,3.7685527883495378,77.33260869565218,1778.65,2,4,2.652173913043478,2,242.84,0.04869565217391305,0.6,1
TEL00000065,5,72,Medium,One Year,Standard,East,1,0,0,2025-09-23,189.30052631578948,90.96687134908476,4.015263157894736,2.3682350869161164,75.41473684210526,1432.8799999999999,0,2,2.473684210526316,2,165.10999999999999,0.052263157894736845,0.4,0
TEL00000066,59,44,Medium,Month-to-Month,Basic,East,0,0,0,2024-06-25,88.27454545454545,38.31819395377068,1.8136363636363635,1.2824735974430537,53.474545454545456,1176.44,0,3,1.9090909090909092,2,208.87,0.05131818181818182,0.25,0
TEL00000067,69,48,Medium,Two Year,Standard,North,0,1,1,2022-09-13,174.677,53.199007717299224,4.4515,6.0540819417889224,77.4515,1549.03,0,4,2.15,1,142.87,0.04385,0.15,0
TEL00000068,1,68,Low,Month-to-Month,Premium,West,1,1,0,2021-08-03,275.44173913043477,114.41163814181009,8.62,6.77122588605638,114.8286956521739,2641.06,0,5,1.826086956521739,2,191.63,0.04447826086956521,0.4,0
TEL00000069,26,75,Medium,One Year,Standard,West,1,1,1,2023-10-24,187.32545454545453,44.39175778573494,5.099545454545455,3.809099977775936,74.1209090909091,1630.66,0,4,2.1363636363636362,1,256.52,0.05972727272727273,0.25,0
TEL00000070,57,34,Low,Month-to-Month,Standard,North,0,1,1,2020-01-05,168.9073913043478,56.764877762845835,4.848695652173913,3.336479233546843,84.8904347826087,1952.48,0,7,2.0434782608695654,5,221.5,0.03926086956521739,0.7,1
TEL00000071,38,77,High,One Year,Standard,East,1,0,1,2022-04-03,200.64736842105265,76.78666086720078,4.832105263157895,2.684452311091839,75.56421052631579,1435.72,2,3,2.1578947368421053,2,228.95000000000002,0.06147368421052631,0.44999999999999996,0
TEL00000072,38,50,Medium,Month-to-Month,Standard,East,0,1,1,2025-07-10,178.30954545454546,64.81157741060015,6.452272727272727,5.155318041843211,86.83045454545454,1910.27,0,7,1.5454545454545454,4,196.49,0.05136363636363637,0.55,0
TEL00000073,56,34,Medium,Month-to-Month,Standard,South,0,1,0,2025-10-13,179.4065,65.92903419786428,4.8340000000000005,2.808302352892786,78.5115,1570.23,0,2,2.0,2,265.6,0.060450000000000004,0.25,0
TEL00000074,23,72,Medium,Month-to-Month,Standard,West,1,0,0,2020-09-24,141.4781818181818,47.49488149227627,4.699090909090909,4.2873478416325765,80.92318181818182,1780.31,0,4,1.9090909090909092,3,217.87,0.05259090909090909,0.25,0
TEL00000075,67,44,Medium,Month-to-Month,Basic,East,0,1,0,2024-01-13,95.17576923076923,27.03177481011218,1.7553846153846153,1.3927734367634406,48.83730769230769,1269.77,0,6,2.1538461538461537,4,326.75,0.06073076923076923,0.7,1
TEL00000076,61,39,Low,Month-to-Month,Standard,South,0,1,0,2021-02-05,180.91416666666666,64.07764236806216,4.45375,2.9458545855371807,86.415,2073.96,1,4,1.4166666666666667,2,227.12,0.059291666666666666,0.45,0
TEL00000077,45,44,Low,One Year,Standard,East,0,1,0,2025-10-08,211.52666666666667,52.582542059240204,4.653888888888889,4.319640697052706,79.65333333333334,1433.76,0,3,1.5555555555555556,3,174.69,0.042444444444444444,0.1,0
TEL00000078,61,34,Low,Two Year,Standard,North,0,1,0,2025-09-30,163.98266666666666,69.48582871622783,3.6166666666666667,2.1739189979214517,84.14733333333334,1262.21,0,3,2.066666666666667,2,211.0,0.0442,0.15,0
TEL00000079,14,43,Medium,One Year,Standard,South,0,0,0,2023-01-29,188.6825,56.05532369430832,4.5065,3.3324643560300125,78.861,1577.22,0,5,1.9,4,191.76999999999998,0.0498,0.1,0
TEL00000080,3,64,High,One Year,Basic,South,0,0,0,2022-07-28,97.17608695652174,33.202472353060266,1.533478260869565,1.311188249072546,47.48608695652174,1092.18,1,7,1.826086956521739,3,223.92000000000002,0.05182608695652174,0.7500000000000001,1
TEL00000081,28,27,Medium,Two Year,Basic,South,0,0,1,2020-03-23,105.4011111111111,39.04990213061048,2.0551851851851852,1.1667026856466718,51.10407407407407,1379.81,0,5,1.8148148148148149,2,301.62,0.051925925925925924,0.0,0
TEL00000082,68,27,Medium,Month-to-Month,Basic,East,0,1,0,2021-09-05,94.697,28.06680097271696,1.9425000000000001,1.5153664660126902,49.4405,988.81,0,8,1.8,0,139.66,0.057550000000000004,0.55,0
TEL00000083,52,43,Medium,Month-to-Month,Standard,South,0,1,0,2021-02-25,160.82782608695652,56.072869307108014,4.302173913043478,2.7023860778641513,80.31391304347827,1847.22,0,4,2.130434782608696,2,211.32,0.05765217391304348,0.4,0
TEL00000084,70,72,Medium,Two Year,Basic,South,1,0,1,2023-10-28,107.82142857142857,19.04098560624273,1.8161904761904761,1.1938487181819821,50.674285714285716,1064.16,0,2,1.5238095238095237,2,176.01,0.046476190476190476,0.0,0
TEL00000085,3,68,Low,One Year,Premium,South,1,0,1,2025-11-21,286.0133333333333,115.82791655440124,8.794761904761904,8.648668463438531,118.27571428571429,2483.79,1,6,1.7619047619047619,4,226.31,0.05028571428571429,0.7500000000000001,1
TEL00000086,6,71,Low,Month-to-Month,Standard,North,1,1,0,2021-11-27,180.87823529411764,58.92004903206698,5.378823529411765,3.9049453939090832,76.91411764705882,1307.54,0,2,2.6470588235294117,3,236.73,0.0626470588235294,0.4,0
TEL00000087,45,61,Low,Two Year,Standard,West,0,1,0,2024-05-15,144.78,62.763004116392366,4.570454545454545,3.292354024348691,84.46045454545455,1858.13,1,5,2.1363636363636362,2,213.42,0.04786363636363636,0.35,0
TEL00000088,1,43,Medium,Month-to-Month,Standard,East,0,1,0,2023-06-07,167.2072222222222,61.48554577206654,4.046111111111111,2.796230948319518,81.01944444444445,1458.35,0,2,1.8333333333333333,1,247.56,0.04833333333333333,0.4,0
TEL00000089,50,73,Low,Month-to-Month,Premium,North,1,1,0,2022-03-23,252.35722222222225,90.45133431887757,11.760555555555555,6.572467951030288,118.1738888888889,2127.13,1,3,1.8888888888888888,0,108.79,0.044444444444444446,0.45,0
TEL00000090,17,26,Medium,Month-to-Month,Standard,South,0,0,1,2025-04-03,165.97681818181817,55.484910122471156,4.306363636363636,2.3122541989408254,81.56954545454545,1794.53,0,2,2.1363636363636362,1,218.52,0.04790909090909091,0.4,0
TEL00000091,50,31,High,Two Year,Basic,East,0,0,1,2020-10-26,95.83157894736841,38.061302637712394,1.9510526315789474,1.5246234316011067,49.92578947368421,948.59,0,5,2.3684210526315788,6,157.89,0.052684210526315785,0.15,0
TEL00000092,11,58,Medium,One Year,Premium,North,0,1,1,2025-07-16,294.04391304347826,89.76805048867637,8.459565217391305,4.595550692355369,133.74826086956523,3076.21,1,7,1.826086956521739,1,306.4,0.05591304347826087,0.6000000000000001,1
TEL00000093,42,42,Medium,Month-to-Month,Standard,West,0,1,0,2023-01-13,165.12666666666667,59.65892109874824,4.945416666666667,3.1314977374588895,72.49708333333334,1739.93,0,3,2.0833333333333335,3,241.92000000000002,0.043875,0.4,0
TEL00000094,63,32,Medium,Month-to-Month,Basic,South,0,1,1,2020-07-03,92.36888888888889,34.079656496627194,2.035,1.0099286521101087,49.678333333333335,894.21,1,4,1.9444444444444444,0,192.44,0.03888888888888889,0.45,0
TEL00000095,70,23,Medium,One Year,Standard,West,0,1,1,2020-04-29,162.24318181818182,66.79094901516463,3.8400000000000003,3.0153180358202443,83.04727272727273,1827.04,1,4,1.7727272727272727,2,220.65,0.04640909090909091,0.30000000000000004,0
TEL00000096,27,53,High,One Year,Standard,East,0,1,0,2020-10-24,178.2975,61.17909796867612,4.719166666666666,3.6026559244736274,81.795,1963.08,0,6,2.125,5,258.26,0.049833333333333334,0.55,0
TEL00000097,10,22,High,Month-to-Month,Premium,East,0,0,0,2020-04-02,285.27944444444444,93.05124991872978,10.43888888888889,7.18474273057673,116.73666666666668,2101.26,0,1,2.2222222222222223,3,213.85,0.05222222222222222,0.4,0
TEL00000098,29,25,Low,Month-to-Month,Standard,South,0,0,0,2020-07-18,211.554,67.1114346990766,5.035500000000001,2.911092171604834,83.9625,1679.25,2,2,2.4,1,129.98000000000002,0.0484,0.6,1
TEL00000099,36,43,Low,Month-to-Month,Basic,South,0,0,0,2020-03-25,101.85952380952382,35.35218514833142,2.5428571428571427,1.7250279500841221,49.59571428571429,1041.51,1,9,1.7142857142857142,1,231.12,0.04385714285714286,0.75,1
TEL00000100,47,43,High,Month-to-Month,Standard,South,0,0,0,2021-05-30,164.57090909090908,45.29694911508059,4.419545454545455,4.032781714273456,84.54045454545455,1859.89,0,5,1.6363636363636365,3,192.85999999999999,0.05404545454545455,0.25,0
TEL00000101,60,60,High,One Year,Standard,West,0,0,1,2024-03-31,176.08666666666667,54.92798568821458,5.021111111111111,2.6114609138517015,77.96388888888889,1403.35,0,7,1.9444444444444444,2,161.62,0.04738888888888889,0.4,0
TEL00000102,31,75,Low,Month-to-Month,Basic,North,1,1,0,2021-06-02,100.40190476190476,43.55362540811587,2.2285714285714286,1.678759320791059,49.526666666666664,1040.06,1,3,2.2857142857142856,4,251.56,0.04980952380952381,0.6,1
TEL00000103,21,43,High,Month-to-Month,Premium,East,0,0,0,2020-08-08,340.68095238095236,83.58620423878345,11.177619047619046,7.378537730988373,132.79666666666668,2788.73,1,8,2.238095238095238,1,175.22,0.04980952380952381,0.8999999999999999,1
TEL00000104,21,64,Low,Month-to-Month,Premium,North,0,1,0,2024-06-06,265.7478947368421,64.71419057662936,9.291578947368421,6.1053512622197035,115.23789473684211,2189.52,0,4,2.263157894736842,0,235.63,0.04363157894736842,0.4,0
TEL00000105,38,19,Medium,Month-to-Month,Premium,West,0,0,0,2022-08-10,320.13952380952384,104.5020416296347,8.055714285714286,4.8095286374327495,116.10428571428572,2438.19,0,4,1.9047619047619047,0,147.02,0.04395238095238095,0.25,0
TEL00000106,54,41,Medium,Month-to-Month,Basic,North,0,0,0,2024-02-02,104.03777777777778,22.001832157814803,2.1983333333333333,1.6879686713011348,56.090555555555554,1009.63,0,2,1.7777777777777777,1,189.01,0.05088888888888889,0.25,0
TEL00000107,26,45,Low,One Year,Premium,North,0,0,0,2022-12-04,313.0021052631579,90.74538283809677,9.438947368421053,6.279746009316019,114.76894736842105,2180.61,0,7,1.894736842105263,3,210.63,0.047,0.4,0
TEL00000108,61,57,Medium,One Year,Basic,East,0,0,1,2020-03-16,102.4315,23.557268243692075,1.7555,1.4297753780153537,48.626999999999995,972.54,0,4,2.25,3,193.31,0.0539,0.25,0
TEL00000109,30,46,Medium,Month-to-Month,Premium,East,0,0,1,2025-05-15,261.9375,85.54610377883454,12.407083333333333,8.430889106327305,119.8875,2877.3,1,4,2.0833333333333335,0,233.66,0.04608333333333334,0.6,1
TEL00000110,38,68,Low,Month-to-Month,Premium,East,1,1,0,2020-09-10,265.145,115.74365114083693,9.059444444444445,6.435724258545121,118.45277777777778,2132.15,0,4,1.5555555555555556,0,271.17,0.041666666666666664,0.25,0
TEL00000111,34,77,High,Two Year,Premium,East,1,1,0,2020-10-23,307.80333333333334,96.0273407926625,9.302083333333334,6.645166912659263,127.105,3050.52,0,4,1.9583333333333333,2,201.85999999999999,0.050833333333333335,0.0,0
TEL00000112,59,78,Medium,Month-to-Month,Standard,East,1,1,0,2020-01-12,180.98736842105262,51.698990731832076,5.169473684210526,3.5188594643470155,83.35105263157895,1583.67,0,5,1.631578947368421,2,227.54999999999998,0.06505263157894736,0.25,0
TEL00000113,32,73,High,Two Year,Premium,South,1,0,0,2023-04-26,279.5575,99.57437721966535,11.764,7.493547680645347,115.3105,2306.21,0,4,2.1,2,193.82,0.04435,0.15,0
TEL00000114,7,27,Low,Month-to-Month,Basic,North,0,1,1,2025-09-04,99.02043478260869,41.745893154380084,2.486086956521739,1.8378241560221418,50.27608695652174,1156.35,1,1,2.1739130434782608,2,285.46,0.04821739130434782,0.6,1
TEL00000115,2,18,High,Month-to-Month,Basic,South,0,0,0,2021-08-22,108.96,39.116543410954044,1.791,1.1518584525612694,52.315999999999995,1046.32,0,5,2.5,1,140.7,0.048549999999999996,0.55,0
TEL00000116,5,54,Medium,One Year,Standard,West,0,0,1,2022-02-06,187.167,58.375467549125005,4.2735,3.2121762994809875,82.463,1649.26,1,4,1.55,2,191.69,0.0412,0.45000000000000007,0
